FP2-A2 ,F8 -A2 ,T4 -A2 ,T6 -A2 ,F4 -A2 ,C4 -A2 ,P4 -A2 ,O2 -A2 ,FP1-A1 ,F7 -A1 ,T3 -A1 ,T5 -A1 ,F3 -A1 ,C3 -A1 ,P3 -A1 ,O1 -A1 ,FZ -A2 ,CZ -A1 ,PZ -A2 ,BP1-REF,BP2-REF
21,25,1,2,1,-9,-15,-6,35,20,18,15,23,6,5,4,17,23,-64,-573,18
21,23,-1,0,4,-10,-19,-6,32,21,17,13,21,5,5,2,14,23,-67,-545,17
22,22,-3,-1,6,-8,-22,-6,29,20,15,11,18,6,6,2,10,22,-69,-515,17
24,23,-2,0,8,-4,-22,-4,26,20,13,11,15,9,10,3,7,21,-67,-481,16
25,24,0,3,11,0,-19,0,25,20,13,12,16,13,15,5,9,21,-66,-444,15
24,23,2,3,12,3,-17,7,26,23,14,13,19,17,21,8,13,22,-65,-405,13
20,17,1,0,12,3,-16,12,27,28,15,13,23,21,27,9,16,25,-67,-365,12
12,9,-1,-4,12,2,-16,15,28,32,15,13,27,25,32,11,17,29,-68,-328,11
7,3,-3,-8,12,2,-12,14,27,35,16,14,30,29,37,13,16,30,-66,-293,10
7,3,-3,-6,14,7,-3,14,25,35,18,16,32,33,44,17,14,31,-60,-260,9
10,8,0,0,17,15,9,13,22,31,20,19,32,37,49,22,14,30,-52,-230,9
15,14,5,5,21,22,21,13,19,26,22,21,33,40,51,25,14,27,-46,-203,10
16,17,9,8,24,25,27,13,16,21,23,21,32,39,48,24,15,24,-44,-177,9
12,14,9,6,23,20,24,9,13,15,21,18,29,35,40,19,13,21,-48,-154,8
3,6,5,-1,18,9,15,2,9,9,16,13,25,29,27,12,7,17,-57,-132,8
-8,-3,-1,-10,11,-3,1,-7,6,2,10,7,19,21,13,4,-1,12,-68,-111,7
-18,-11,-6,-17,3,-15,-10,-17,2,-6,4,3,11,13,2,0,-11,6,-77,-88,7
-23,-12,-8,-19,-3,-22,-16,-26,0,-16,0,0,4,7,-5,-2,-19,-1,-83,-63,7
-24,-9,-8,-17,-8,-25,-18,-32,-2,-26,-1,0,-1,3,-9,-2,-23,-7,-86,-37,8
-24,-6,-7,-16,-12,-27,-19,-36,-3,-33,-1,0,-6,0,-12,-1,-24,-11,-87,-12,9
-25,-6,-10,-17,-15,-31,-23,-39,-2,-37,-1,-2,-9,-3,-15,-2,-25,-13,-90,10,9
-30,-11,-16,-22,-18,-39,-31,-41,-1,-38,-2,-7,-12,-6,-21,-8,-28,-13,-93,28,7
-35,-19,-24,-29,-21,-47,-40,-44,-1,-37,-5,-13,-16,-11,-28,-16,-32,-12,-95,43,3
-38,-26,-31,-35,-22,-54,-48,-45,-1,-34,-8,-18,-18,-14,-34,-25,-36,-11,-95,56,0
-36,-28,-33,-35,-21,-54,-50,-42,-1,-31,-9,-22,-19,-15,-36,-31,-37,-11,-91,69,-4
-30,-23,-30,-30,-18,-47,-44,-35,-1,-28,-6,-23,-17,-13,-35,-33,-34,-10,-83,81,-7
-20,-13,-23,-23,-15,-37,-35,-23,0,-25,-1,-22,-12,-8,-30,-32,-27,-10,-72,94,-8
-11,-3,-16,-16,-12,-25,-27,-12,1,-21,3,-20,-7,-3,-24,-31,-19,-9,-62,107,-8
-6,2,-11,-11,-9,-16,-22,-3,2,-18,6,-19,-3,0,-20,-31,-12,-8,-54,119,-7
-5,3,-10,-12,-9,-12,-23,1,2,-15,5,-20,-2,0,-18,-33,-10,-8,-50,129,-5
-8,-2,-13,-17,-10,-13,-28,0,0,-13,0,-24,-4,-2,-20,-38,-14,-9,-48,138,-3
-10,-8,-17,-22,-11,-14,-32,-4,-3,-13,-5,-27,-8,-5,-22,-42,-21,-12,-47,148,-2
-9,-10,-17,-22,-10,-12,-28,-6,-6,-13,-9,-28,-10,-6,-21,-42,-25,-14,-44,158,-1
-5,-9,-14,-20,-8,-8,-21,-6,-7,-12,-10,-27,-10,-7,-19,-40,-24,-14,-41,170,-1
-2,-8,-11,-18,-6,-4,-13,-4,-8,-10,-11,-26,-8,-7,-16,-36,-21,-15,-39,180,-2
0,-8,-9,-16,-4,-3,-7,-4,-9,-11,-12,-26,-8,-9,-16,-34,-16,-16,-38,187,-3
1,-10,-9,-15,-4,-4,-5,-6,-12,-13,-15,-28,-11,-12,-18,-33,-14,-18,-38,192,-4
1,-13,-11,-17,-3,-7,-7,-9,-16,-18,-20,-32,-18,-18,-23,-34,-14,-22,-38,195,-5
1,-16,-14,-18,-3,-11,-10,-13,-19,-24,-24,-35,-25,-23,-27,-34,-15,-27,-37,196,-5
4,-15,-15,-19,-1,-13,-12,-16,-21,-29,-27,-35,-30,-27,-31,-33,-16,-31,-35,196,-5
7,-13,-15,-19,0,-15,-13,-16,-20,-32,-28,-34,-32,-28,-32,-30,-13,-32,-33,196,-5
8,-11,-15,-21,1,-17,-16,-15,-17,-32,-26,-31,-30,-29,-33,-28,-7,-30,-33,195,-5
5,-12,-16,-26,1,-21,-21,-14,-13,-30,-25,-28,-25,-29,-33,-26,-2,-26,-36,191,-5
0,-16,-19,-32,-1,-26,-27,-15,-10,-28,-25,-25,-21,-29,-35,-26,-1,-23,-42,184,-4
-3,-18,-21,-35,-4,-29,-31,-17,-10,-29,-26,-24,-21,-30,-37,-27,-3,-22,-47,173,-3
-3,-14,-19,-32,-5,-28,-29,-19,-13,-32,-26,-22,-24,-30,-37,-26,-6,-24,-49,158,-1
0,-6,-14,-25,-5,-21,-23,-19,-17,-37,-24,-20,-28,-30,-35,-24,-9,-27,-49,139,1
5,3,-7,-16,-3,-13,-15,-18,-20,-41,-20,-19,-31,-29,-32,-22,-9,-30,-48,112,5
7,9,-2,-12,-1,-8,-11,-16,-20,-42,-17,-19,-33,-28,-30,-22,-10,-31,-49,79,8
4,8,-1,-13,-1,-9,-13,-16,-19,-39,-13,-21,-32,-28,-29,-24,-11,-31,-53,41,11
-2,2,-4,-19,-3,-13,-18,-17,-16,-33,-11,-24,-29,-27,-28,-28,-14,-28,-58,1,13
-9,-5,-8,-25,-5,-17,-24,-20,-12,-26,-8,-25,-25,-26,-27,-31,-19,-24,-63,-37,14
-14,-10,-11,-28,-7,-19,-25,-23,-8,-22,-5,-24,-22,-24,-24,-32,-24,-21,-65,-71,15
-14,-11,-11,-26,-9,-16,-21,-25,-7,-21,-1,-20,-20,-21,-19,-31,-29,-21,-63,-100,17
-11,-8,-9,-20,-9,-10,-13,-25,-7,-24,1,-15,-19,-18,-13,-28,-31,-22,-59,-122,19
-8,-6,-7,-14,-9,-3,-4,-24,-8,-27,3,-10,-19,-17,-9,-24,-31,-24,-54,-139,19
-6,-7,-8,-12,-10,0,0,-25,-8,-28,3,-8,-18,-16,-6,-21,-31,-26,-51,-153,19
-8,-13,-13,-14,-13,-2,0,-27,-8,-27,1,-7,-16,-17,-5,-18,-31,-25,-50,-164,16
-12,-24,-21,-19,-17,-7,-3,-31,-8,-24,-1,-8,-14,-18,-6,-17,-31,-23,-51,-172,13
-15,-33,-27,-24,-21,-13,-8,-35,-6,-22,-3,-9,-12,-18,-6,-14,-31,-20,-52,-175,9
-14,-36,-28,-26,-24,-14,-9,-36,-4,-22,-3,-9,-9,-16,-4,-10,-28,-17,-51,-174,5
-8,-32,-23,-22,-22,-10,-4,-33,0,-22,0,-5,-5,-11,-1,-3,-21,-14,-47,-168,3
-1,-24,-15,-15,-19,-4,2,-26,4,-22,4,0,0,-6,3,5,-11,-10,-43,-159,1
5,-16,-6,-10,-15,0,8,-18,9,-20,9,4,4,-1,7,12,-1,-6,-40,-149,1
8,-11,-2,-8,-11,1,9,-13,13,-16,12,7,6,0,8,16,5,-2,-39,-140,1
8,-11,-1,-10,-10,-1,5,-12,15,-12,12,7,5,0,6,16,7,0,-41,-133,0
6,-14,-3,-15,-9,-6,-3,-13,15,-10,9,4,1,-4,1,13,5,3,-43,-127,-1
3,-18,-6,-20,-8,-12,-12,-15,14,-9,5,1,-3,-9,-5,7,3,3,-46,-122,-3
3,-18,-7,-22,-7,-14,-18,-16,12,-9,0,0,-7,-14,-12,0,3,3,-47,-116,-7
5,-14,-4,-19,-4,-11,-20,-14,13,-8,-1,-1,-7,-16,-16,-3,5,4,-46,-110,-10
8,-9,0,-15,0,-8,-18,-9,16,-4,0,0,-3,-16,-17,-8,9,6,-44,-104,-14
8,-7,0,-13,0,-6,-18,-6,19,0,0,1,0,-14,-18,-13,11,8,-43,-100,-17
6,-8,-1,-12,0,-7,-18,-5,21,3,2,1,3,-12,-19,-20,8,9,-42,-97,-19
7,-9,-3,-10,-1,-6,-16,-4,22,5,5,2,4,-8,-18,-23,4,9,-37,-94,-20
10,-6,-2,-4,0,-2,-10,-1,23,7,9,5,5,-2,-14,-24,2,9,-30,-89,-20
15,-1,1,3,2,3,-3,3,25,9,15,10,6,4,-8,-21,4,10,-22,-81,-20
20,4,4,10,5,7,1,9,28,11,20,15,9,11,-2,-17,8,11,-17,-73,-20
22,7,6,15,7,9,4,14,31,13,24,20,12,14,3,-12,13,13,-16,-64,-20
21,5,5,15,8,7,2,16,33,14,25,23,15,15,6,-7,17,13,-19,-55,-21
16,0,2,11,6,1,-2,14,32,11,24,23,13,11,7,-4,17,10,-26,-46,-22
11,-6,-1,8,3,-4,-5,9,26,4,20,22,8,5,5,-1,12,4,-30,-38,-23
9,-6,-2,8,0,-5,-3,4,18,-5,17,21,0,0,6,4,6,-5,-31,-27,-23
10,-1,1,14,0,-1,4,1,10,-16,16,23,-6,-4,8,13,2,-14,-26,-14,-22
12,5,6,21,-1,3,14,0,4,-24,17,26,-10,-5,13,23,0,-21,-21,0,-20
10,7,9,25,-3,5,20,-1,0,-27,17,28,-12,-5,16,32,-1,-26,-18,15,-19
1,2,5,23,-9,0,19,-6,-1,-27,16,28,-12,-5,18,38,-5,-28,-19,30,-19
-10,-7,-2,17,-17,-7,14,-12,-2,-24,14,25,-11,-6,17,42,-10,-28,-23,45,-20
-21,-18,-11,10,-25,-16,8,-20,-4,-20,10,21,-10,-7,15,42,-16,-27,-27,62,-21
-29,-26,-19,4,-32,-23,3,-26,-7,-17,6,17,-10,-9,11,40,-21,-27,-30,82,-23
-31,-28,-22,3,-36,-25,2,-30,-10,-15,2,13,-10,-10,8,37,-24,-26,-29,102,-24
-27,-25,-21,4,-37,-23,3,-31,-13,-14,0,10,-10,-11,5,32,-24,-25,-26,121,-24
-21,-20,-18,6,-36,-21,2,-30,-12,-13,-2,8,-8,-12,3,26,-22,-24,-24,136,-23
-17,-18,-16,4,-33,-21,-2,-29,-10,-9,-5,5,-5,-13,0,18,-20,-21,-23,143,-21
-16,-20,-17,-1,-31,-25,-11,-28,-5,-5,-8,1,-3,-14,-4,7,-20,-17,-25,141,-20
-17,-23,-20,-9,-29,-30,-21,-29,-1,-2,-10,-2,-1,-15,-9,-2,-21,-13,-28,131,-19
-16,-24,-22,-15,-25,-33,-28,-30,3,1,-11,-6,0,-14,-13,-11,-20,-8,-30,114,-17
-11,-19,-22,-15,-20,-31,-30,-27,8,4,-9,-6,3,-11,-13,-16,-16,-3,-30,94,-13
0,-8,-16,-10,-12,-24,-26,-21,15,8,-3,-3,8,-5,-9,-16,-6,2,-27,70,-9
12,6,-7,-1,-3,-12,-18,-11,23,14,4,1,16,3,-1,-13,6,8,-23,42,-5
24,18,0,6,4,-2,-11,-2,31,20,12,6,24,12,6,-9,19,12,-18,9,-1
30,24,3,9,10,3,-9,2,36,26,16,10,29,18,13,-6,27,15,-14,-27,0
31,25,4,8,13,6,-10,4,37,30,18,10,32,22,17,-4,30,16,-10,-65,1
28,21,1,4,14,6,-10,3,33,32,16,9,30,23,20,-3,27,14,-5,-101,2
23,17,0,2,14,7,-9,1,27,32,14,8,27,24,23,-1,23,11,0,-129,3
19,15,0,1,12,9,-4,0,21,30,11,8,23,25,28,3,18,8,5,-147,4
15,14,0,3,9,12,1,0,15,28,10,10,21,26,33,10,15,4,8,-156,6
12,15,1,6,6,16,9,0,10,26,10,12,19,27,38,19,13,0,10,-157,7
8,15,2,10,3,18,17,0,5,22,9,15,16,26,41,27,10,-5,10,-154,7
3,13,2,12,-1,19,22,-3,0,16,7,15,10,21,40,33,5,-11,7,-144,6
-1,9,0,13,-7,17,24,-10,-7,9,2,14,1,13,35,36,-2,-18,2,-117,5
-6,5,-2,13,-11,15,26,-17,-14,0,-2,11,-9,4,27,37,-11,-26,-1,-57,3
-8,4,-3,13,-14,13,28,-22,-19,-8,-9,8,-19,-6,17,36,-19,-34,-3,55,-1
-9,3,-5,11,-15,10,29,-24,-23,-16,-15,4,-27,-16,7,32,-21,-41,-6,235,-7
-10,0,-7,5,-14,6,25,-24,-26,-21,-20,-1,-32,-26,-3,25,-19,-46,-8,484,-15
-11,-1,-9,-2,-12,1,20,-22,-28,-24,-25,-6,-35,-35,-13,16,-14,-50,-10,779,-23
-9,-3,-10,-11,-7,-3,14,-19,-28,-25,-29,-10,-37,-41,-22,7,-7,-51,-9,1075,-30
-4,-2,-9,-15,-1,-4,10,-13,-28,-23,-30,-13,-37,-44,-28,0,-1,-49,-5,1312,-33
3,3,-4,-15,4,-1,10,-7,-26,-18,-27,-12,-34,-41,-30,-4,4,-43,0,1434,-31
13,12,2,-9,10,4,13,-1,-22,-9,-22,-7,-27,-34,-26,-3,8,-33,8,1403,-24
21,22,10,-1,14,10,16,4,-14,2,-14,-1,-18,-24,-19,0,12,-20,15,1213,-15
27,28,18,5,15,14,17,9,-4,17,-6,4,-5,-12,-9,3,16,-7,18,893,-6
27,30,22,10,13,13,14,13,6,33,1,9,9,-1,0,7,19,7,17,503,1
21,26,21,9,10,9,6,14,16,48,7,12,22,8,9,10,20,20,13,108,7
13,19,17,5,5,3,-2,14,24,60,11,14,33,16,17,12,18,31,9,-234,11
7,14,13,3,2,0,-7,13,29,66,15,17,41,24,26,16,15,40,8,-490,15
4,14,12,5,1,2,-5,13,33,68,20,20,47,32,36,22,11,47,10,-649,20
5,17,11,10,1,7,-1,13,37,68,25,24,52,41,46,29,9,53,15,-725,24
5,19,11,13,1,11,4,13,40,67,31,28,56,47,55,36,7,58,20,-743,28
4,18,10,14,0,12,8,11,43,67,34,31,59,51,60,39,4,61,23,-729,28
-1,12,8,10,0,9,7,8,45,66,34,31,59,51,61,39,1,62,24,-702,26
-9,2,3,3,-3,2,3,5,44,64,30,30,57,48,59,36,-2,62,23,-671,21
-18,-8,-1,-5,-6,-4,-1,2,42,61,25,27,52,44,54,33,-7,60,20,-640,16
-28,-19,-9,-14,-9,-13,-7,-2,36,56,18,23,44,37,47,29,-14,56,16,-609,12
-36,-27,-17,-21,-13,-20,-12,-10,27,47,11,19,33,30,38,25,-23,51,13,-578,10
-37,-28,-22,-22,-16,-22,-10,-17,18,37,7,17,23,24,32,24,-30,44,12,-542,10
-33,-22,-22,-17,-16,-18,-3,-20,11,28,6,17,15,18,28,25,-30,37,11,-500,11
-25,-12,-17,-9,-15,-11,5,-19,8,23,6,18,10,14,25,27,-25,32,10,-456,13
-16,-2,-10,-1,-13,-4,13,-16,8,20,8,20,9,10,22,29,-17,30,7,-412,14
-7,4,-4,5,-11,0,17,-12,11,20,10,23,10,8,20,30,-6,29,4,-372,13
-1,7,0,7,-9,2,16,-7,15,22,11,25,12,7,17,29,2,31,0,-335,12
2,6,1,3,-8,0,11,-5,17,24,10,25,14,6,13,26,9,33,-5,-304,10
3,3,0,-2,-7,-5,3,-4,19,26,9,24,17,7,9,22,12,35,-9,-278,9
3,0,0,-9,-6,-11,-3,-4,21,28,9,22,19,8,7,20,15,38,-11,-253,8
5,0,0,-14,-4,-13,-7,-1,23,32,10,21,24,11,6,19,19,41,-11,-227,8
6,2,4,-16,-1,-13,-8,3,27,35,13,20,28,15,8,18,25,44,-10,-201,9
8,3,7,-17,0,-11,-7,7,30,39,15,20,33,17,11,18,28,47,-6,-176,9
10,4,8,-15,1,-7,-5,10,31,40,17,19,36,20,14,17,30,49,0,-153,9
11,6,10,-11,3,-3,-2,12,31,38,18,18,38,22,18,15,30,48,6,-131,9
12,6,10,-8,3,0,0,14,30,37,18,17,38,24,20,12,30,47,12,-110,9
9,5,9,-7,3,0,-2,15,28,35,18,15,36,24,21,8,29,46,15,-89,9
3,3,6,-9,1,-2,-6,14,26,34,16,12,34,24,21,3,25,45,15,-68,9
-2,0,2,-11,-1,-6,-12,11,22,32,14,8,29,22,20,0,18,42,14,-48,8
-5,1,0,-11,-2,-8,-14,9,19,29,11,6,23,21,20,-1,13,38,14,-27,7
-2,8,4,-4,0,-6,-9,10,16,25,11,7,19,22,22,0,11,33,16,-5,5
3,19,13,5,3,0,0,15,16,21,13,10,19,23,25,4,12,28,20,18,4
8,28,20,14,8,5,6,21,16,19,14,13,18,24,27,6,14,23,21,40,2
8,29,24,17,10,6,7,23,17,17,13,15,17,23,24,5,13,18,19,60,1
1,24,22,14,10,2,3,23,15,14,11,14,13,18,18,0,8,14,14,77,0
-6,15,17,8,7,-3,-2,19,12,11,8,11,9,12,9,-4,1,10,9,93,0
-13,7,11,2,4,-7,-6,15,8,7,5,8,3,5,2,-7,-4,6,5,107,0
-15,2,8,0,1,-8,-7,11,5,2,4,7,0,0,-2,-9,-7,3,2,121,-1
-13,2,7,1,0,-6,-4,9,3,-3,5,8,-1,-2,-5,-7,-6,0,1,136,-2
-9,4,8,5,-1,-2,0,8,2,-9,7,10,-1,-4,-5,-4,-3,-3,1,149,-5
-5,6,10,7,-2,0,4,7,2,-14,8,11,0,-6,-5,-2,0,-7,1,162,-8
-6,5,9,6,-4,0,5,5,1,-17,8,11,1,-9,-7,-2,0,-11,0,173,-10
-11,0,4,0,-7,-4,0,0,-1,-18,5,8,0,-15,-12,-4,-4,-15,-1,182,-11
-17,-8,-2,-8,-11,-11,-5,-5,-5,-19,0,4,-2,-21,-18,-8,-12,-20,-3,188,-12
-23,-14,-8,-15,-13,-18,-11,-11,-10,-21,-4,0,-7,-28,-23,-12,-21,-25,-6,195,-10
-24,-15,-10,-17,-14,-21,-12,-12,-14,-23,-7,-1,-11,-32,-25,-13,-26,-30,-8,202,-9
-22,-11,-9,-14,-14,-21,-10,-10,-15,-23,-8,-1,-13,-33,-24,-12,-26,-32,-9,209,-6
-18,-5,-8,-9,-13,-19,-7,-6,-15,-22,-6,0,-12,-31,-20,-10,-21,-32,-11,216,-5
-15,0,-6,-4,-12,-16,-3,-2,-14,-21,-5,0,-12,-30,-17,-9,-16,-32,-13,221,-3
-14,2,-6,-2,-11,-14,-1,0,-14,-20,-6,-1,-12,-30,-14,-8,-14,-30,-14,221,-2
-15,1,-7,-1,-11,-12,0,0,-16,-19,-8,-4,-14,-30,-12,-8,-16,-28,-13,216,0
-15,0,-8,-1,-11,-10,1,-2,-19,-20,-12,-7,-17,-30,-10,-7,-21,-25,-10,208,2
-15,-1,-8,-1,-10,-7,3,-4,-22,-20,-15,-8,-19,-28,-6,-5,-25,-22,-6,196,5
-13,-1,-7,-1,-9,-5,6,-3,-22,-19,-15,-7,-18,-23,0,-1,-25,-18,-4,182,8
-11,-2,-6,-1,-8,-5,6,-1,-19,-15,-12,-5,-13,-16,9,1,-22,-11,-4,164,9
-10,-3,-7,-3,-9,-8,4,0,-15,-9,-8,-4,-6,-10,16,3,-17,-4,-6,142,10
-10,-7,-10,-6,-11,-12,0,0,-9,-2,-3,-4,1,-5,21,4,-14,2,-8,115,9
-11,-10,-14,-10,-12,-17,-5,0,-4,2,0,-4,6,-1,22,4,-14,8,-8,82,7
-10,-12,-16,-13,-13,-19,-9,-4,0,6,1,-4,9,1,23,5,-16,13,-6,46,6
-8,-13,-17,-14,-13,-20,-10,-7,2,7,3,-3,10,5,23,8,-19,16,-1,8,5
-6,-12,-18,-14,-12,-19,-11,-10,6,8,6,0,11,9,24,13,-21,19,1,-29,5
-6,-13,-18,-16,-13,-20,-14,-11,10,8,9,3,12,12,25,18,-20,21,0,-63,6
-9,-17,-20,-20,-16,-23,-19,-11,14,8,10,6,14,14,24,21,-18,23,-5,-93,6
-15,-23,-23,-26,-19,-29,-26,-11,18,8,10,7,14,13,22,21,-17,23,-13,-116,5
-20,-29,-25,-30,-23,-34,-32,-11,19,9,9,7,15,11,17,20,-16,22,-21,-134,4
-20,-30,-24,-29,-24,-35,-33,-12,19,8,7,7,15,9,13,19,-15,19,-25,-146,2
-14,-25,-20,-22,-23,-30,-26,-11,17,5,6,8,14,7,10,20,-13,14,-23,-153,0
-5,-16,-13,-11,-20,-21,-15,-9,14,0,7,11,14,7,9,23,-10,7,-17,-155,0
4,-7,-8,0,-17,-11,-2,-7,12,-4,9,13,13,5,10,26,-7,0,-12,-153,-1
9,-3,-5,6,-15,-4,7,-5,10,-8,10,13,10,2,10,26,-6,-5,-10,-149,-1
6,-7,-7,5,-16,-3,10,-5,7,-11,9,10,5,-2,7,23,-8,-10,-13,-145,-1
-1,-17,-13,0,-19,-6,8,-7,3,-13,5,3,-2,-9,2,16,-13,-16,-19,-142,-2
-10,-28,-18,-6,-22,-9,5,-9,0,-15,0,-3,-10,-15,-2,7,-19,-21,-25,-140,-3
-15,-34,-19,-8,-23,-9,6,-10,-5,-18,-2,-7,-16,-19,-5,1,-23,-25,-26,-138,-5
-14,-32,-15,-5,-21,-3,12,-8,-10,-21,-2,-9,-19,-19,-5,-1,-22,-28,-23,-136,-6
-9,-25,-8,0,-18,4,21,-4,-12,-22,0,-7,-18,-16,-2,-1,-16,-27,-18,-132,-6
-3,-18,-1,6,-16,11,27,0,-12,-21,3,-4,-14,-10,1,0,-7,-22,-13,-127,-7
0,-15,2,8,-14,14,28,3,-11,-17,4,-3,-8,-5,4,-1,0,-15,-10,-122,-7
0,-17,1,5,-14,12,24,3,-10,-11,3,-6,-4,-2,4,-5,4,-8,-9,-117,-6
-2,-21,-1,0,-14,8,16,1,-10,-5,0,-10,-2,-2,3,-11,5,-2,-10,-110,-5
-2,-25,-3,-2,-13,4,10,0,-10,0,-4,-15,-2,-2,2,-15,5,1,-9,-101,-4
0,-25,-2,-2,-10,3,9,1,-11,2,-6,-17,-2,-2,4,-16,5,3,-6,-91,-3
7,-19,2,3,-4,7,12,5,-9,5,-5,-15,-1,0,7,-12,10,4,0,-80,-4
17,-9,9,11,2,13,18,12,-4,9,0,-9,3,3,12,-4,18,7,7,-70,-6
26,-1,17,17,9,17,21,18,3,13,4,-2,9,8,16,3,27,12,13,-63,-8
31,3,21,18,14,18,20,21,12,17,7,1,15,11,17,9,34,18,18,-59,-9
35,4,22,15,18,16,15,20,21,20,8,1,18,11,13,11,37,25,20,-57,-9
38,4,21,11,22,13,9,16,28,20,6,0,18,10,8,10,37,31,21,-54,-8
42,7,20,8,25,11,6,12,33,19,4,-3,18,7,4,8,37,36,23,-47,-6
49,11,19,9,30,12,7,11,36,17,3,-6,19,4,2,6,40,40,24,-35,-4
55,16,20,11,34,14,11,12,39,16,3,-7,21,3,2,5,46,42,24,-20,-2
59,20,22,13,37,16,14,15,41,15,5,-7,23,3,2,5,52,42,22,-5,-1
61,21,22,14,38,16,16,17,43,14,6,-8,25,2,2,3,57,42,19,8,0
60,18,20,12,38,13,15,16,43,13,5,-8,24,2,0,0,57,40,14,18,1
59,14,18,9,37,10,12,13,42,12,4,-9,21,2,0,-2,53,38,9,27,1
58,11,16,8,36,7,10,9,41,12,2,-9,17,2,-1,-5,48,37,4,37,0
60,10,16,8,36,7,9,5,41,11,2,-7,15,4,-1,-6,43,37,1,51,0
61,11,17,9,35,7,8,5,43,12,3,-4,15,8,1,-6,43,37,-1,69,0
61,11,19,8,35,6,6,7,46,14,5,-1,17,11,4,-4,45,37,-4,90,0
59,10,20,7,34,5,3,12,48,16,8,2,20,13,6,-2,49,36,-7,112,1
57,8,21,6,33,4,0,16,49,16,9,4,20,14,8,0,51,32,-9,130,1
55,8,22,7,30,5,-1,19,47,13,10,6,17,14,9,1,51,25,-7,143,2
55,10,24,10,28,9,0,21,44,7,10,8,13,13,10,3,50,16,-2,149,1
58,14,26,14,26,14,5,22,40,0,9,9,8,11,10,5,49,8,4,147,0
61,20,29,19,24,19,12,22,37,-8,10,10,4,11,9,6,49,1,10,137,0
67,27,33,24,24,24,21,23,37,-13,13,13,5,13,10,9,53,0,16,119,1
72,33,37,28,23,26,27,25,41,-14,17,16,10,16,13,11,60,1,18,92,3
67,27,31,22,19,18,23,20,45,-12,20,16,16,16,12,10,60,5,13,55,6
56,14,19,10,12,4,11,9,45,-12,18,13,16,14,9,5,52,6,5,10,10
47,4,8,2,6,-5,3,-1,43,-16,17,9,14,13,7,2,42,4,1,-34,13
44,2,3,1,5,-7,2,-5,41,-20,18,7,12,14,9,4,38,1,0,-71,16
42,2,2,2,5,-7,4,-5,41,-21,20,6,10,15,12,7,38,-1,1,-101,17
41,2,3,4,7,-6,6,-2,41,-19,20,6,9,17,14,10,39,-3,2,-123,16
41,4,5,5,11,-4,9,0,41,-17,20,6,8,18,15,13,42,-4,4,-139,14
38,3,6,3,13,-6,7,1,41,-14,17,5,7,18,14,13,41,-4,3,-153,13
32,-2,2,-3,13,-12,0,-2,39,-12,11,2,5,15,10,9,36,-4,-1,-165,12
27,-8,-1,-11,11,-19,-7,-9,35,-12,4,-2,0,9,4,2,28,-5,-6,-175,10
26,-7,-3,-15,11,-21,-11,-13,32,-14,0,-5,-2,5,0,-2,24,-7,-9,-177,9
30,0,1,-13,13,-20,-9,-11,32,-15,0,-5,0,4,0,-5,28,-7,-11,-162,7
36,8,6,-10,17,-17,-6,-6,36,-14,3,-4,2,4,0,-7,37,-7,-12,-119,5
38,12,8,-11,19,-16,-7,-2,39,-13,6,-3,4,4,-1,-12,44,-6,-13,-32,1
38,13,5,-15,21,-18,-11,-2,40,-15,5,-5,3,1,-4,-19,46,-8,-12,113,-3
39,13,2,-18,24,-18,-13,-3,37,-19,3,-8,-1,-1,-7,-26,44,-11,-8,326,-9
43,15,0,-18,28,-14,-12,-4,32,-24,0,-11,-7,-3,-10,-32,44,-13,0,598,-15
48,17,0,-16,33,-9,-9,-2,27,-27,-2,-13,-12,-5,-13,-37,45,-14,9,897,-21
52,18,0,-14,37,-6,-8,0,23,-28,-3,-15,-14,-6,-15,-41,49,-13,16,1167,-26
53,17,-1,-14,37,-6,-9,0,21,-27,-4,-18,-14,-7,-18,-44,53,-10,18,1347,-28
50,14,-1,-14,36,-8,-12,2,22,-23,-4,-19,-11,-8,-21,-47,58,-4,16,1389,-26
45,11,0,-15,32,-11,-15,3,26,-16,-3,-18,-5,-8,-23,-46,61,2,11,1271,-20
40,9,1,-15,27,-14,-17,2,32,-7,-1,-16,0,-7,-23,-42,61,11,6,1007,-10
37,7,5,-12,23,-13,-17,2,37,1,2,-13,7,-4,-22,-35,58,20,2,644,1
36,9,10,-8,20,-9,-12,2,41,10,6,-8,12,0,-18,-25,54,28,0,250,13
37,13,16,-1,19,-3,-6,5,45,18,11,-3,18,5,-13,-16,50,34,0,-110,23
37,16,20,2,18,1,-1,8,49,26,16,0,24,11,-8,-8,47,39,-1,-396,30
33,15,20,3,17,1,-1,10,52,34,19,2,28,14,-5,-5,44,43,-6,-589,33
26,10,17,0,15,-3,-6,10,53,40,20,1,30,15,-5,-5,40,44,-15,-697,32
17,5,12,-5,12,-10,-12,7,53,42,19,0,29,14,-7,-7,34,44,-24,-739,29
11,2,8,-8,11,-13,-15,1,51,39,19,0,28,13,-8,-7,29,41,-29,-739,24
9,5,9,-5,13,-11,-13,-2,47,35,21,1,27,14,-6,-4,25,38,-30,-715,21
11,11,11,0,16,-6,-6,-5,43,30,24,4,27,18,-1,0,24,35,-28,-679,19
13,16,13,4,18,-2,-1,-7,38,28,27,7,29,22,4,3,22,33,-25,-638,18
10,15,12,4,19,-1,-2,-9,33,27,28,7,30,25,7,4,19,31,-24,-598,18
